area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs_count,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_count_chg,oty_qtrly_estabs_count_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
27129,0,10,70,0,2017,3,,"Renville County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,587,5918,6091,6229,57141804,24676523,494883,723,,1,1,1,1,1,1,1,1,,19,3.3,699,13.4,467,8.3,562,9.9,3638248,6.8,3841692,18.4,14016,2.9,-25,-3.3
27131,0,10,70,0,2017,3,,"Rice County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1547,24587,24898,25263,278015247,88177039,1245845,858,,1,1,1,1,1,1,1,1,,48,3.2,268,1.1,398,1.6,-13,-0.1,815315,0.3,-88711,-0.1,-167025,-11.8,-5,-0.6
27133,0,10,70,0,2017,3,,"Rock County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,294,3540,3508,3609,33918721,10780454,65162,734,,1,1,1,1,1,1,1,1,,8,2.8,25,0.7,-32,-0.9,35,1,3408025,11.2,528340,5.2,6565,11.2,72,10.9
27135,0,10,70,0,2017,3,,"Roseau County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,460,7972,7920,8038,86732861,32637449,348382,836,,1,1,1,1,1,1,1,1,,13,2.9,27,0.3,-57,-0.7,-57,-0.7,7975512,10.1,872102,2.7,53608,18.2,79,10.4
27137,0,10,70,0,2017,3,,"St. Louis County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,5291,98519,98568,99143,1083243681,311788220,5551592,844,,1,1,1,1,1,1,1,1,,132,2.6,132,0.1,-28,0,726,0.7,-34498582,-3.1,-12083990,-3.7,-272000,-4.7,-29,-3.3
27139,0,10,70,0,2017,3,,"Scott County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,3123,54252,54430,53608,626769847,217123364,4205796,891,,1,1,1,1,1,1,1,1,,175,5.9,5627,11.6,4696,9.4,3080,6.1,29950538,5,23115586,11.9,-216502,-4.9,-34,-3.7
27141,0,10,70,0,2017,3,,"Sherburne County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1948,25016,25572,25960,281611539,96654982,2037947,849,,1,1,1,1,1,1,1,1,,86,4.6,-1288,-4.9,-499,-1.9,-206,-0.8,-3365316,-1.2,-3144680,-3.2,-153125,-7,12,1.4
27143,0,10,70,0,2017,3,,"Sibley County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,391,4272,4679,4818,44884148,23233815,821969,752,,1,1,1,1,1,1,1,1,,5,1.3,-465,-9.8,-39,-0.8,-37,-0.8,-1844759,-3.9,-1512281,-6.1,-151700,-15.6,-2,-0.3
27145,0,10,70,0,2017,3,,"Stearns County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,4342,86469,87178,87193,991744397,329077446,4674721,877,,1,1,1,1,1,1,1,1,,159,3.8,1284,1.5,1131,1.3,980,1.1,6306007,0.6,-6267411,-1.9,-506500,-9.8,-6,-0.7
27147,0,10,70,0,2017,3,,"Steele County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,966,20844,21001,21033,226030458,88147036,1049836,830,,1,1,1,1,1,1,1,1,,28,3,-348,-1.6,-511,-2.4,-966,-4.4,1215656,0.5,-3005544,-3.3,-131754,-11.2,28,3.5
27149,0,10,70,0,2017,3,,"Stevens County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,339,5522,5555,5629,63258213,23063300,517747,874,,1,1,1,1,1,1,1,1,,5,1.5,50,0.9,118,2.2,59,1.1,2261685,3.7,1508881,7,446,0.1,20,2.3
27151,0,10,70,0,2017,3,,"Swift County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,334,3685,3679,3658,34624033,12716740,241802,725,,1,1,1,1,1,1,1,1,,11,3.4,87,2.4,56,1.5,53,1.5,1082733,3.2,-777087,-5.8,7920,3.4,10,1.4
27153,0,10,70,0,2017,3,,"Todd County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,554,6368,6470,6533,62876861,24040536,230299,749,,1,1,1,1,1,1,1,1,,21,3.9,550,9.5,500,8.4,537,9,6946686,12.4,390514,1.7,9148,4.1,23,3.2
27155,0,10,70,0,2017,3,,"Traverse County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,143,1166,1159,1184,9725150,3594728,52861,640,,1,1,1,1,1,1,1,1,,1,0.7,88,8.2,88,8.2,90,8.2,472142,5.1,-145784,-3.9,-1815,-3.3,-18,-2.7
27157,0,10,70,0,2017,3,,"Wabasha County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,571,6998,6911,6929,61632463,24248769,387467,683,,1,1,1,1,1,1,1,1,,14,2.5,18,0.3,-44,-0.6,-47,-0.7,-1558811,-2.5,-1052360,-4.2,-29499,-7.1,-14,-2
27159,0,10,70,0,2017,3,,"Wadena County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,410,5189,5320,5350,48912379,16779705,224054,712,,1,1,1,1,1,1,1,1,,11,2.8,-442,-7.8,-434,-7.5,-459,-7.9,-6582179,-11.9,-178726,-1.1,-4676,-2,-33,-4.4
27161,0,10,70,0,2017,3,,"Waseca County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,507,6532,6613,6591,68054379,28525103,732212,796,,1,1,1,1,1,1,1,1,,23,4.8,-107,-1.6,-143,-2.1,-124,-1.8,102791,0.2,-1112513,-3.8,3757,0.5,16,2.1
27163,0,10,70,0,2017,3,,"Washington County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,5546,85476,85351,85391,945068793,322901153,3887059,851,,1,1,1,1,1,1,1,1,,246,4.6,2325,2.8,2475,3,2875,3.5,7235184,0.8,2724227,0.9,-511892,-11.6,-20,-2.3
27165,0,10,70,0,2017,3,,"Watonwan County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,319,4291,4263,4262,36595634,18502349,198026,659,,1,1,1,1,1,1,1,1,,11,3.6,268,6.7,142,3.4,57,1.4,153516,0.4,-569203,-3,-10765,-5.2,-22,-3.2
27167,0,10,70,0,2017,3,,"Wilkin County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,208,1880,1838,1877,19066990,5674854,69866,786,,1,1,1,1,1,1,1,1,,2,1,-84,-4.3,-146,-7.4,-176,-8.6,-3248143,-14.6,-1742039,-23.5,-16290,-18.9,-72,-8.4
27169,0,10,70,0,2017,3,,"Winona County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1159,24204,24516,24912,248051556,89474213,997836,777,,1,1,1,1,1,1,1,1,,16,1.4,-19,-0.1,-263,-1.1,-162,-0.6,-1287105,-0.5,-2871235,-3.1,-61817,-5.8,0,0
27171,0,10,70,0,2017,3,,"Wright County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,3134,43589,44116,43978,454309455,180236275,3396857,796,,1,1,1,1,1,1,1,1,,132,4.4,1047,2.5,1366,3.2,905,2.1,9108998,2,98285,0.1,-136219,-3.9,-4,-0.5
27173,0,10,70,0,2017,3,,"Yellow Medicine County, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,352,3908,3877,3916,35910258,11523893,164144,708,,1,1,1,1,1,1,1,1,,10,2.9,-101,-2.5,-58,-1.5,-49,-1.2,-1084528,-2.9,197482,1.7,10482,6.8,-9,-1.3
27999,0,10,70,0,2017,3,,"Unknown Or Undefined, Minnesota",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,21614,62654,63434,61970,1361025557,291608534,5539440,1670,,1,1,1,1,1,1,1,1,,1341,6.6,-50,-0.1,432,0.7,-2789,-4.3,-28788377,-2.1,-63711702,-17.9,-1921336,-25.8,-14,-0.8
28000,0,10,50,0,2017,3,,Mississippi -- Statewide,Total Covered,"10 Total, all industries","State, Total Covered",All establishment sizes,73435,1117287,1128429,1129085,10668160905,1775533410,11977821,729,,1,1,1,1,1,1,1,1,,-252,-0.3,1216,0.1,2926,0.3,-620,-0.1,-128666109,-1.2,-73129193,-4,-2665102,-18.2,-10,-1.4
28001,0,10,70,0,2017,3,,"Adams County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,852,10254,10418,10514,83433953,19180324,151457,617,,1,1,1,1,1,1,1,1,,-19,-2.2,-290,-2.8,-14,-0.1,-10,-0.1,-1588996,-1.9,-1015232,-5,11655,8.3,-6,-1
28003,0,10,70,0,2017,3,,"Alcorn County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,793,13698,13817,13920,120808629,22236769,146908,673,,1,1,1,1,1,1,1,1,,-20,-2.5,200,1.5,50,0.4,244,1.8,1172443,1,438318,2,-46490,-24,-1,-0.1
28005,0,10,70,0,2017,3,,"Amite County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,194,1568,1750,1807,14349533,3023139,18011,646,,1,1,1,1,1,1,1,1,,-8,-4,30,2,1,0.1,-1,-0.1,401013,2.9,-249075,-7.6,-6388,-26.2,14,2.2
28007,0,10,70,0,2017,3,,"Attala County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,393,4388,4555,4482,35321610,6979182,48059,607,,1,1,1,1,1,1,1,1,,16,4.2,-60,-1.3,-121,-2.6,-152,-3.3,-298601,-0.8,-969985,-12.2,-24498,-33.8,10,1.7
28009,0,10,70,0,2017,3,,"Benton County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,90,948,1015,1006,8215782,1537249,16054,639,,1,1,1,1,1,1,1,1,,0,0,15,1.6,18,1.8,31,3.2,317950,4,-1822,-0.1,-3971,-19.8,12,1.9
28011,0,10,70,0,2017,3,,"Bolivar County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,836,11204,11384,11663,95353405,18116916,160867,642,,1,1,1,1,1,1,1,1,,-14,-1.6,-462,-4,-300,-2.6,-397,-3.3,-4947683,-4.9,-533684,-2.9,-79739,-33.1,-12,-1.8
28013,0,10,70,0,2017,3,,"Calhoun County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,300,3029,3281,3393,23201273,5219475,39388,552,,1,1,1,1,1,1,1,1,,-2,-0.7,22,0.7,-47,-1.4,-33,-1,-5722,0,19783,0.4,-8111,-17.1,3,0.5
28015,0,10,70,0,2017,3,,"Carroll County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,143,1139,1164,1154,8562969,1706949,10237,572,,1,1,1,1,1,1,1,1,,-2,-1.4,19,1.7,43,3.8,28,2.5,309218,3.7,140932,9,-1888,-15.6,6,1.1
28017,0,10,70,0,2017,3,,"Chickasaw County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,355,5390,5407,5467,42533282,7941632,60857,604,,1,1,1,1,1,1,1,1,,0,0,74,1.4,60,1.1,69,1.3,2668122,6.7,-547694,-6.5,-24335,-28.6,31,5.4
28019,0,10,70,0,2017,3,,"Choctaw County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,152,2185,2167,2152,20823822,2845165,16846,739,,1,1,1,1,1,1,1,1,,-3,-1.9,-62,-2.8,-73,-3.3,-79,-3.5,-2166077,-9.4,-1080169,-27.5,-1139,-6.3,-51,-6.5
28021,0,10,70,0,2017,3,,"Claiborne County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,134,3316,3409,3540,39354897,5742169,66709,885,,1,1,1,1,1,1,1,1,,2,1.5,94,2.9,157,4.8,244,7.4,12936,0,1891033,49.1,24683,58.7,-44,-4.7
28023,0,10,70,0,2017,3,,"Clarke County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,229,2832,2843,2831,21079939,3705634,33684,572,,1,1,1,1,1,1,1,1,,-4,-1.7,-85,-2.9,-55,-1.9,-72,-2.5,-1093582,-4.9,-251069,-6.3,-6081,-15.3,-15,-2.6
28025,0,10,70,0,2017,3,,"Clay County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,385,5214,5239,5267,46013617,7573119,49682,675,,1,1,1,1,1,1,1,1,,-3,-0.8,-131,-2.5,-176,-3.3,-155,-2.9,1915799,4.3,-1274597,-14.4,-15636,-23.9,46,7.3
28027,0,10,70,0,2017,3,,"Coahoma County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,620,7790,7872,7924,63087638,12724779,144529,617,,1,1,1,1,1,1,1,1,,-28,-4.3,-215,-2.7,-78,-1,-216,-2.7,-1840723,-2.8,-915696,-6.7,-25411,-15,-5,-0.8
28029,0,10,70,0,2017,3,,"Copiah County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,469,7131,7235,7184,63494080,11992972,67809,680,,1,1,1,1,1,1,1,1,,1,0.2,-6,-0.1,-40,-0.5,-80,-1.1,-1297642,-2,-2168006,-15.3,-27622,-28.9,-10,-1.4
28031,0,10,70,0,2017,3,,"Covington County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,352,5519,5503,5409,45187984,8713318,32193,635,,1,1,1,1,1,1,1,1,,-13,-3.6,132,2.5,77,1.4,-3,-0.1,1462414,3.3,-1284515,-12.8,-36002,-52.8,13,2.1
28033,0,10,70,0,2017,3,,"DeSoto County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2987,59089,60325,60323,509720129,119584282,644511,654,,1,1,1,1,1,1,1,1,,35,1.2,1393,2.4,1659,2.8,1838,3.1,12218516,2.5,-987146,-0.8,-161463,-20,-3,-0.5
28035,0,10,70,0,2017,3,,"Forrest County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1876,38979,39846,39823,392735337,58279637,342451,764,,1,1,1,1,1,1,1,1,,-31,-1.6,1177,3.1,1318,3.4,518,1.3,-9428245,-2.3,-1142044,-1.9,-70863,-17.1,-39,-4.9
28037,0,10,70,0,2017,3,,"Franklin County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,138,1538,1526,1594,13685675,1489887,8733,678,,1,1,1,1,1,1,1,1,,-1,-0.7,-29,-1.9,-60,-3.8,-16,-1,-537397,-3.8,-160277,-9.7,-1425,-14,-11,-1.6
28039,0,10,70,0,2017,3,,"George County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,372,4839,4852,4858,38399994,7451303,44995,609,,1,1,1,1,1,1,1,1,,8,2.2,113,2.4,104,2.2,3,0.1,368953,1,373047,5.3,4675,11.6,-3,-0.5
28041,0,10,70,0,2017,3,,"Greene County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,149,1863,1895,1901,14898234,2186145,11750,608,,1,1,1,1,1,1,1,1,,2,1.4,-63,-3.3,-9,-0.5,-25,-1.3,775374,5.5,-272666,-11.1,-7478,-38.9,42,7.4
28043,0,10,70,0,2017,3,,"Grenada County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,568,10689,10660,10580,87759792,20714073,106207,634,,1,1,1,1,1,1,1,1,,12,2.2,8,0.1,-238,-2.2,-120,-1.1,-4501220,-4.9,-563746,-2.6,-63447,-37.4,-26,-3.9
28045,0,10,70,0,2017,3,,"Hancock County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,871,13134,13061,13002,150885701,17600345,93998,888,,1,1,1,1,1,1,1,1,,8,0.9,83,0.6,72,0.6,6,0,-5630171,-3.6,-2007766,-10.2,-44764,-32.3,-37,-4
28047,0,10,70,0,2017,3,,"Harrison County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,4560,86253,85992,85035,777611421,144665743,783934,697,,1,1,1,1,1,1,1,1,,12,0.3,87,0.1,-242,-0.3,-657,-0.8,-20311960,-2.5,-7177398,-4.7,-199874,-20.3,-16,-2.2
28049,0,10,70,0,2017,3,,"Hinds County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,5789,119341,119942,120394,1332708129,144144303,916805,855,,1,1,1,1,1,1,1,1,,-73,-1.2,-670,-0.6,-210,-0.2,-614,-0.5,-33891830,-2.5,-7555116,-5,-173942,-15.9,-18,-2.1
28051,0,10,70,0,2017,3,,"Holmes County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,300,3371,3543,3522,26606277,4623978,52719,588,,1,1,1,1,1,1,1,1,,-4,-1.3,-148,-4.2,17,0.5,-176,-4.8,-852511,-3.1,-583062,-11.2,-21653,-29.1,-2,-0.3
28053,0,10,70,0,2017,3,,"Humphreys County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,187,2177,2245,2248,15310230,4768487,44708,530,,1,1,1,1,1,1,1,1,,-4,-2.1,-12,-0.5,-9,-0.4,-6,-0.3,-164212,-1.1,-84494,-1.7,-21766,-32.7,-3,-0.6
28055,0,10,70,0,2017,3,,"Issaquena County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,32,184,221,220,1303878,264351,9213,481,,1,1,1,1,1,1,1,1,,0,0,-10,-5.2,24,12.2,17,8.4,51266,4.1,-67909,-20.4,-2757,-23,-6,-1.2
28057,0,10,70,0,2017,3,,"Itawamba County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,351,6155,6162,6210,52753175,9795395,46684,657,,1,1,1,1,1,1,1,1,,0,0,-85,-1.4,-83,-1.3,-75,-1.2,-1541041,-2.8,-428609,-4.2,-23406,-33.4,-11,-1.6
28059,0,10,70,0,2017,3,,"Jackson County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2415,48752,48753,48343,573760976,60681199,480958,908,,1,1,1,1,1,1,1,1,,-25,-1,-510,-1,-410,-0.8,-544,-1.1,-10712070,-1.8,-747195,-1.2,-54039,-10.1,-8,-0.9
28061,0,10,70,0,2017,3,,"Jasper County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,224,3889,3919,3867,38093683,5399222,37150,753,,1,1,1,1,1,1,1,1,,-10,-4.3,44,1.1,10,0.3,7,0.2,2492724,7,-52572,-1,5226,16.4,46,6.5
28063,0,10,70,0,2017,3,,"Jefferson County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,75,1039,1030,1055,7957072,916815,8427,588,,1,1,1,1,1,1,1,1,,-5,-6.2,-110,-9.6,-132,-11.4,-143,-11.9,-769503,-8.8,-127045,-12.2,-1246,-12.9,14,2.4
28065,0,10,70,0,2017,3,,"Jefferson Davis County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,162,1660,1634,1701,14367746,2831517,48516,664,,1,1,1,1,1,1,1,1,,-8,-4.7,131,8.6,84,5.4,22,1.3,1794944,14.3,593867,26.5,19399,66.6,54,8.9
28067,0,10,70,0,2017,3,,"Jones County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1377,26830,26896,26801,254705481,38678419,195530,730,,1,1,1,1,1,1,1,1,,12,0.9,-87,-0.3,58,0.2,69,0.3,4861047,1.9,188289,0.5,-26707,-12,14,2
28069,0,10,70,0,2017,3,,"Kemper County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,142,2323,2288,2357,29128265,2964664,45419,965,,1,1,1,1,1,1,1,1,,-2,-1.4,-312,-11.8,-310,-11.9,-170,-6.7,-6790825,-18.9,-2032712,-40.7,-40705,-47.3,-103,-9.6
28071,0,10,70,0,2017,3,,"Lafayette County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1308,21698,23488,24273,217075920,31110312,243282,721,,1,1,1,1,1,1,1,1,,52,4.1,203,0.9,435,1.9,38,0.2,-636788,-0.3,-1197118,-3.7,-32125,-11.7,-9,-1.2
28073,0,10,70,0,2017,3,,"Lamar County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1441,18992,19058,18993,143004966,35701114,167714,579,,1,1,1,1,1,1,1,1,,28,2,429,2.3,260,1.4,120,0.6,739906,0.5,-1844867,-4.9,-69706,-29.4,-5,-0.9
28075,0,10,70,0,2017,3,,"Lauderdale County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1943,33106,33652,33506,294140261,52612671,397059,677,,1,1,1,1,1,1,1,1,,-18,-0.9,-117,-0.4,-16,0,-216,-0.6,2501279,0.9,492145,0.9,-35696,-8.2,8,1.2
28077,0,10,70,0,2017,3,,"Lawrence County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,175,2385,2385,2448,24760385,2941028,12161,792,,1,1,1,1,1,1,1,1,,-11,-5.9,-59,-2.4,-25,-1,-34,-1.4,-1186039,-4.6,231138,8.5,-1517,-11.1,-24,-2.9
28079,0,10,70,0,2017,3,,"Leake County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,313,4757,4795,4784,35570686,8619603,135084,573,,1,1,1,1,1,1,1,1,,3,1,-83,-1.7,-25,-0.5,-76,-1.6,-183250,-0.5,-570777,-6.2,-12493,-8.5,5,0.9
28081,0,10,70,0,2017,3,,"Lee County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2514,53780,54111,54210,512812215,88891815,554051,730,,1,1,1,1,1,1,1,1,,23,0.9,16,0,-36,-0.1,216,0.4,-6866458,-1.3,-7347103,-7.6,-232074,-29.5,-11,-1.5
28083,0,10,70,0,2017,3,,"Leflore County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,829,14681,14736,14756,117465732,24413945,251175,614,,1,1,1,1,1,1,1,1,,-4,-0.5,407,2.9,311,2.2,340,2.4,-4235332,-3.5,-901135,-3.6,-61401,-19.6,-37,-5.7
28085,0,10,70,0,2017,3,,"Lincoln County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,819,11957,11982,12150,104847203,20914742,88182,670,,1,1,1,1,1,1,1,1,,-4,-0.5,62,0.5,168,1.4,259,2.2,-188766,-0.2,-570692,-2.7,-30263,-25.6,-11,-1.6
28087,0,10,70,0,2017,3,,"Lowndes County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1558,24972,25144,25142,242819023,36281176,264253,745,,1,1,1,1,1,1,1,1,,-41,-2.6,-77,-0.3,-24,-0.1,-364,-1.4,-11205709,-4.4,-2415184,-6.2,-80888,-23.4,-29,-3.7
28089,0,10,70,0,2017,3,,"Madison County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,3389,54660,55340,54815,574403225,88101962,548159,804,,1,1,1,1,1,1,1,1,,61,1.8,94,0.2,290,0.5,-100,-0.2,-7960372,-1.4,-13363930,-13.2,-143019,-20.7,-13,-1.6
28091,0,10,70,0,2017,3,,"Marion County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,563,7757,7868,7912,71954526,14444754,106861,705,,1,1,1,1,1,1,1,1,,-11,-1.9,-193,-2.4,-108,-1.4,-159,-2,3069674,4.5,453977,3.2,9154,9.4,43,6.5
28093,0,10,70,0,2017,3,,"Marshall County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,438,6576,6686,6765,61228616,12165368,110018,706,,1,1,1,1,1,1,1,1,,-4,-0.9,327,5.2,307,4.8,401,6.3,3856207,6.7,1643353,15.6,18047,19.6,9,1.3
28095,0,10,70,0,2017,3,,"Monroe County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,644,9496,9596,9652,90868800,16072048,119582,730,,1,1,1,1,1,1,1,1,,-16,-2.4,-232,-2.4,-305,-3.1,-254,-2.6,-728753,-0.8,814366,5.3,-32178,-21.2,14,2
28097,0,10,70,0,2017,3,,"Montgomery County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,231,2454,2479,2469,17872497,3425151,21957,557,,1,1,1,1,1,1,1,1,,-4,-1.7,-55,-2.2,-31,-1.2,-86,-3.4,-1237731,-6.5,-358942,-9.5,-6118,-21.8,-25,-4.3
28099,0,10,70,0,2017,3,,"Neshoba County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,549,12577,12498,12422,108248512,21778408,133230,666,,1,1,1,1,1,1,1,1,,-2,-0.4,-48,-0.4,48,0.4,71,0.6,458227,0.4,1573682,7.8,22183,20,1,0.2
28101,0,10,70,0,2017,3,,"Newton County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,343,5522,5344,5315,41077448,6100728,32968,586,,1,1,1,1,1,1,1,1,,-2,-0.6,3,0.1,-214,-3.9,-301,-5.4,-2353858,-5.4,-1255915,-17.1,-6809,-17.1,-14,-2.3
28103,0,10,70,0,2017,3,,"Noxubee County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,217,2482,2520,2527,19008817,3161381,17378,583,,1,1,1,1,1,1,1,1,,-3,-1.4,15,0.6,-24,-0.9,-8,-0.3,-130060,-0.7,-368646,-10.4,-1857,-9.7,-2,-0.3
28105,0,10,70,0,2017,3,,"Oktibbeha County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,947,20157,20672,20235,183046690,26034421,197069,692,,1,1,1,1,1,1,1,1,,0,0,-309,-1.5,-141,-0.7,-7,0,-1811755,-1,-1295250,-4.7,-66923,-25.4,-1,-0.1
28107,0,10,70,0,2017,3,,"Panola County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,652,10316,10448,10373,92720520,17322534,109608,687,,1,1,1,1,1,1,1,1,,6,0.9,-107,-1,-45,-0.4,-166,-1.6,-74892,-0.1,1810345,11.7,-29672,-21.3,6,0.9
28109,0,10,70,0,2017,3,,"Pearl River County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,826,10286,10318,10292,82300203,15806807,98627,615,,1,1,1,1,1,1,1,1,,-17,-2,83,0.8,19,0.2,-22,-0.2,-1330772,-1.6,-491406,-3,-2565,-2.5,-11,-1.8
28111,0,10,70,0,2017,3,,"Perry County, Mississippi",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,161,2043,2040,2044,19976779,2596939,10916,752,,1,1,1,1,1,1,1,1,,-6,-3.6,-35,-1.7,-37,-1.8,-27,-1.3,-1024868,-4.9,-177000,-6.4,-4331,-28.4,-26,-3.3
