date,beePop,state
2012,14,New Jersey
2012,5,New Mexico
2012,51,New York
2012,13,North Carolina
2012,480,North Dakota
2012,18,Ohio
2012,60,Oregon
2012,16,Pennsylvania
2012,260,South Dakota
2012,6,Tennessee
2012,92,Texas
2012,25,Utah
2012,4,Vermont
2012,4,Virginia
2012,62,Washington
2012,6,West Virginia
2012,60,Wisconsin
2012,50,Wyoming
2013,7,Alabama
2013,29,Arizona
2013,22,Arkansas
2013,330,California
2013,26,Colorado
2013,220,Florida
2013,67,Georgia
2013,13,Hawaii
2013,83,Idaho
2013,7,Illinois
2013,6,Indiana
2013,39,Iowa
2013,6,Kansas
2013,3,Kentucky
2013,50,Louisiana
2013,7,Maine
2013,85,Michigan
2013,130,Minnesota
2013,17,Mississippi
2013,10,Missouri
2013,159,Montana
2013,46,Nebraska
2013,11,New Jersey
2013,55,New York
2013,10,North Carolina
2013,480,North Dakota
2013,17,Ohio
2013,62,Oregon
2013,13,Pennsylvania
2013,265,South Dakota
2013,7,Tennessee
2013,106,Texas
2013,30,Utah
2013,3,Vermont
2013,5,Virginia
2013,69,Washington
2013,6,West Virginia
2013,59,Wisconsin
2013,47,Wyoming
2014,7,Alabama
2014,26,Arizona
2014,21,Arkansas
2014,320,California
2014,27,Colorado
2014,245,Florida
2014,73,Georgia
2014,15,Hawaii
2014,100,Idaho
2014,8,Illinois
2014,5,Indiana
2014,35,Iowa
2014,7,Kansas
2014,5,Kentucky
2014,48,Louisiana
2014,8,Maine
2014,91,Michigan
2014,132,Minnesota
2014,20,Mississippi
2014,12,Missouri
2014,162,Montana
2014,50,Nebraska
2014,12,New Jersey
2014,60,New York
2014,12,North Carolina
2014,490,North Dakota
2014,15,Ohio
2014,71,Oregon
2014,17,Pennsylvania
2014,9,South Carolina
2014,280,South Dakota
2014,7,Tennessee
2014,116,Texas
2014,29,Utah
2014,3,Vermont
2014,6,Virginia
2014,68,Washington
2014,6,West Virginia
2014,53,Wisconsin
2014,38,Wyoming
2015,7,Alabama
2015,26,Arizona
2015,24,Arkansas
2015,275,California
2015,29,Colorado
2015,220,Florida
2015,69,Georgia
2015,14,Hawaii
2015,89,Idaho
2015,8,Illinois
2015,6,Indiana
2015,36,Iowa
2015,8,Kansas
2015,5,Kentucky
2015,44,Louisiana
2015,10,Maine
2015,90,Michigan
2015,122,Minnesota
2015,15,Mississippi
2015,10,Missouri
2015,146,Montana
2015,57,Nebraska
2015,12,New Jersey
2015,58,New York
2015,12,North Carolina
2015,490,North Dakota
2015,17,Ohio
2015,71,Oregon
2015,17,Pennsylvania
2015,14,South Carolina
2015,290,South Dakota
2015,7,Tennessee
2015,126,Texas
2015,27,Utah
2015,5,Vermont
2015,6,Virginia
2015,73,Washington
2015,5,West Virginia
2015,52,Wisconsin
2015,38,Wyoming
2016,7,Alabama
2016,27,Arizona
2016,24,Arkansas
2016,310,California
2016,32,Colorado
2016,215,Florida
2016,96,Georgia
2016,16,Hawaii
2016,97,Idaho
2016,10,Illinois
2016,7,Indiana
2016,37,Iowa
2016,7,Kansas
2016,5,Kentucky
2016,50,Louisiana
2016,12,Maine
2016,89,Michigan
2016,124,Minnesota
2016,19,Mississippi
2016,8,Missouri
2016,159,Montana
2016,48,Nebraska
2016,12,New Jersey
2016,64,New York
2016,12,North Carolina
2016,485,North Dakota
2016,15,Ohio
2016,74,Oregon
2016,19,Pennsylvania
2016,16,South Carolina
2016,280,South Dakota
2016,6,Tennessee
2016,133,Texas
2016,31,Utah
2016,6,Vermont
2016,5,Virginia
2016,84,Washington
2016,5,West Virginia
2016,54,Wisconsin
2016,40,Wyoming
2017,7,Alabama
2017,22,Arizona
2017,29,Arkansas
2017,335,California
2017,33,Colorado
2017,205,Florida
2017,99,Georgia
2017,12,Hawaii
2017,95,Idaho
2017,11,Illinois
2017,7,Indiana
2017,35,Iowa
2017,7,Kansas
2017,5,Kentucky
2017,43,Louisiana
2017,12,Maine
2017,87,Michigan
2017,126,Minnesota
2017,13,Mississippi
2017,8,Missouri
2017,145,Montana
2017,42,Nebraska
2017,13,New Jersey
2017,57,New York
2017,11,North Carolina
2017,455,North Dakota
2017,15,Ohio
2017,78,Oregon
2017,16,Pennsylvania
2017,16,South Carolina
2017,255,South Dakota
2017,7,Tennessee
2017,120,Texas
2017,27,Utah
2017,7,Vermont
2017,5,Virginia
2017,77,Washington
2017,6,West Virginia
2017,53,Wisconsin
2017,39,Wyoming
1978,4090,all
1979,4163,all
1980,4141,all
1981,4213,all
1982,4012,all
1983,3811,all
1984,3609,all
1985,3407,all
1986,3205,all
1987,3190,all
1988,3219,all
1989,3311,all
1990,3210,all
1991,3200,all
1992,3030,all
1993,2876,all
1994,2770,all
1995,2647,all
1996,2564,all
1997,2579,all
1998,2663,all
1999,2668,all
2000,2620,all
2001,2513,all
2002,2574,all
2003,2590,all
2004,2556,all
2005,2410,all
2006,2393,all
2007,2442,all
2008,2342,all
2009,2462,all
2010,2692,all
2011,2491,all
2012,2539,all
2013,2640,all
2014,2740,all
2015,2660,all
2016,2775,all
2017,2669,all
