Lon,Lat,City,State,Date,Attendance,Movement,Cause,Description
-149.8948523,61.2163129,Anchorage,AK,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-149.8948523,61.2163129,Anchorage,AK,2017-08-13,500,Racial Justice,Anti-Racism,rally against racism
-149.8948523,61.2163129,Anchorage,AK,2018-01-20,784,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-147.716675,64.837845,Fairbanks,AK,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-151.5401477,59.6440876,Homer,AK,2018-01-20,650,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-134.419734,58.3019496,Juneau,AK,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-86.765783,33.570499,Birmingham,AL,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-86.765783,33.570499,Birmingham,AL,2018-01-20,2700,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-86.765783,33.570499,Birmingham,AL,2017-10-03,1000,U.S. Politics,Politician Support,Campaign Rally for Doug Jones
-86.5861,34.7304,Huntsville,AL,2017-04-22,1100,U.S. Politics,Scientific Funding,March for Science
-86.5861,34.7304,Huntsville,AL,2018-01-20,1200,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-86.5861,34.7304,Huntsville,AL,2017-09-22,9000,U.S. Politics,Politician Support,Supporting Luther Strange
-86.3,32.3668,Montgomery,AL,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-94.1574328,36.0625843,Fayetteville,AR,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-94.1574328,36.0625843,Fayetteville,AR,2018-01-20,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-92.2895948,34.7464809,Little Rock,AR,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-92.2895948,34.7464809,Little Rock,AR,2017-10-09,600,Other,Peace,Rally to end violence (Victory over Violence Prayer Rally)
-111.6514259,35.199458,Flagstaff,AZ,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-111.6514259,35.199458,Flagstaff,AZ,2018-01-20,1200,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-111.586066176293,33.436188,Mesa,AZ,2017-04-21,3800,U.S. Politics,Politician Support,Bernie Sanders rally
-112.0773456,33.4485866,Phoenix,AZ,2017-04-22,4700,U.S. Politics,Scientific Funding,March for Science
-112.0773456,33.4485866,Phoenix,AZ,2017-08-22,15000,U.S. Politics,Politician Support,Campaign-style rally
-112.0773456,33.4485866,Phoenix,AZ,2017-08-22,2000,U.S. Politics,Politician Opposition,Protesting Trump rally
-112.0773456,33.4485866,Phoenix,AZ,2018-01-21,25000,Women's Rights,General Awareness,Empower Voters to Support Womens's Rights
-112.0773456,33.4485866,Phoenix,AZ,2018-01-15,5000,Racial Justice,Anti-Racism,March for racial equality
-112.0773456,33.4485866,Phoenix,AZ,2018-01-06,2000,U.S. Politics,Education,Rallying for better public school funding
-112.469518,34.5402813,Prescott,AZ,2018-01-20,1400,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-111.7929891,34.8657757,Sedona,AZ,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-110.9262353,32.2218917,Tucson,AZ,2017-04-22,2500,U.S. Politics,Scientific Funding,March for Science
-110.9262353,32.2218917,Tucson,AZ,2017-04-15,700,U.S. Politics,Politician Opposition,demand Trump tax returns
-110.9262353,32.2218917,Tucson,AZ,2017-08-13,1300,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-110.9262353,32.2218917,Tucson,AZ,2017-09-06,600,Racial Justice,Immigrant Rights,Protesting Trump's decision to end DACA
-124.08284,40.866517,Arcata,CA,2017-04-22,2450,U.S. Politics,Scientific Funding,March for Science
-119.0194639,35.3738712,Bakersfield,CA,2018-01-20,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-122.2727,37.8716,Berkeley,CA,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-122.2727,37.8716,Berkeley,CA,2017-08-27,7000,Racial Justice,Anti-Racism,Rally Against Hate; counter-protest Patriot Prayer
-122.2727,37.8716,Berkeley,CA,2017-08-27,1000,Racial Justice,Anti-Racism,Bay Area Rally Against Hate
-122.2727,37.8716,Berkeley,CA,2017-02-02,1500,Racial Justice,Anti-Racism,"protest against alt-right Breitbart editor, Milo Yiannopoulos"
-122.2727,37.8716,Berkeley,CA,2017-09-14,1000,Racial Justice,Anti-Racism,Protesting Ben Shapiro
-118.4004000000000,34.0736,Beverly Hills,CA,2017-02-24,1200,Racial Justice,Immigrant Rights,for immigration rights
-121.8375,39.7285,Chico,CA,2017-04-22,2725,U.S. Politics,Scientific Funding,March for Science
-121.8375,39.7285,Chico,CA,2018-01-20,5000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.2919818,33.0369867,Encinitas,CA,2017-02-11,2500,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-124.1637000000000,40.8021,Eureka,CA,2018-01-20,5000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-123.804512600293,39.4192825,Fort Bragg,CA,2018-01-20,1100,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-119.708861260756,36.7295295,Fresno,CA,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-119.708861260756,36.7295295,Fresno,CA,2017-02-16,3700,Racial Justice,Immigrant Rights,Immigrant rights protest
-119.708861260756,36.7295295,Fresno,CA,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.9294165,33.8708215,Fullerton,CA,2017-04-22,1225,U.S. Politics,Scientific Funding,March for Science
-122.0808,37.6688,Hayward,CA,2017-09-07,530,Racial Justice,Immigrant Rights,Protesting Trump's decision to end DACA
-118.0000166,33.6783336,Huntington Beach,CA,2017-03-25,1835,U.S. Politics,Politician Support,"support Trump, veterans, police"
-120.0233622,39.2362794,Kings Beach,CA,2018-01-20,750,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.7854,33.5427,Laguna Beach,CA,2017-08-20,2500,Racial Justice,Anti-Racism,Counter-protest; against America First! rally
-118.1937,33.7701,Long Beach,CA,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-118.244476,34.054935,Los Angeles,CA,2017-04-22,29100,U.S. Politics,Scientific Funding,March for Science
-118.244476,34.054935,Los Angeles,CA,2017-04-15,10900,U.S. Politics,Politician Opposition,demand Trump tax returns
-118.244476,34.054935,Los Angeles,CA,2017-04-24,10000,Racial Justice,Anti-Racism,102nd anniversary of Armenian Genocide
-118.244476,34.054935,Los Angeles,CA,2017-08-04,500,Workers & Labor Rights,Living Wages,support of contracted valet workers
-118.244476,34.054935,Los Angeles,CA,2017-12-10,1000,Other,International Politics,Protesting Trump's decision to recognize Jerusalem as the capital of Israel
-118.244476,34.054935,Los Angeles,CA,2017-12-04,882,U.S. Politics,Anti-Budget Cuts,Protesting GOP tax plan
-118.244476,34.054935,Los Angeles,CA,2017-02-18,2000,Racial Justice,Immigrant Rights,Immigrant Rights
-118.244476,34.054935,Los Angeles,CA,2017-02-20,2000,U.S. Politics,Politician Opposition,Not My President Day; anti-Trump
-118.244476,34.054935,Los Angeles,CA,2017-02-05,1500,Racial Justice,Indigenous Rights,protest Dakota Access Pipeline
-118.244476,34.054935,Los Angeles,CA,2017-02-08,500,Racial Justice,Indigenous Rights,Against Dakota Access Pipeline
-118.244476,34.054935,Los Angeles,CA,2018-02-19,500,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-118.244476,34.054935,Los Angeles,CA,2018-01-20,600000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-118.244476,34.054935,Los Angeles,CA,2018-01-20,35000,Racial Justice,Anti-Racism,Protesting abortion
-118.244476,34.054935,Los Angeles,CA,2017-07-02,2000,U.S. Politics,Politician Opposition,Impeach Trump
-118.244476,34.054935,Los Angeles,CA,2017-07-28,500,Workers & Labor Rights,Living Wages,Oppose treatment of contracted valet workers
-118.244476,34.054935,Los Angeles,CA,2017-06-11,20000,LGBTQ+ Rights,Pride,Equality March
-118.244476,34.054935,Los Angeles,CA,2017-06-03,875,U.S. Politics,Politician Opposition,Demand investigation into Trump-Russia ties
-118.244476,34.054935,Los Angeles,CA,2017-03-05,560,Women's Rights,General Awareness,Women's rights
-118.244476,34.054935,Los Angeles,CA,2017-03-23,560,U.S. Politics,Health Care,Protest health care repeal
-118.244476,34.054935,Los Angeles,CA,2017-05-01,20000,Workers & Labor Rights,Immigrant Rights,May Day; immigration
-118.244476,34.054935,Los Angeles,CA,2017-11-29,2000,U.S. Politics,Anti-Budget Cuts,Protesting GOP tax plan
-118.244476,34.054935,Los Angeles,CA,2017-10-01,2000,Women's Rights,Anti-Sexual Violence,"Protesting gender inequality, sexual assault"
-118.244476,34.054935,Los Angeles,CA,2017-09-04,1000,Racial Justice,Immigrant Rights,Rally for DACA
-118.7798,34.0259,Malibu,CA,2018-02-25,1000,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-120.9968782,37.6390972,Modesto,CA,2018-01-20,1200,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-121.8947000000000,36.6002,Monterey,CA,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-122.0839,37.3861,Mountain View,CA,2017-08-19,500,Racial Justice,Anti-Racism,Stand Up for Equality and Diversity Rally
-122.2869,38.2975,Napa,CA,2017-02-16,950,Racial Justice,Immigrant Rights,Immigrant Rights
-122.2869,38.2975,Napa,CA,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-122.2711,37.8044,Oakland,CA,2017-08-12,2000,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-122.2711,37.8044,Oakland,CA,2017-12-05,3000,Workers & Labor Rights,Health & Safety Protections,Protesting working conditions; labor protest
-122.2711,37.8044,Oakland,CA,2018-01-20,50000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-122.2711,37.8044,Oakland,CA,2018-01-15,558,Racial Justice,Anti-Racism,March to reclaim MLK Jr.'s raical legacy
-122.2711,37.8044,Oakland,CA,2017-05-01,1000,Workers & Labor Rights,Immigrant Rights,May Day; Trump immigration policies
-122.2711,37.8044,Oakland,CA,2017-09-09,2000,Racial Justice,Immigrant Rights,Protesting Trump's decision to end DACA
-122.4869,37.6138,Pacifica,CA,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-116.540303,33.8246269,Palm Springs,CA,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-122.1634472,37.442156,Palo Alto,CA,2017-03-14,560,U.S. Politics,Politician Opposition,Resist Trump; open exchange of ideas
-122.3916754,40.5863563,Redding,CA,2018-01-21,1000,Women's Rights,General Awareness,Empower Voters to Support Womens's Rights
-122.3916754,40.5863563,Redding,CA,2018-01-20,600,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.3755,33.9806,Riverside,CA,2018-01-20,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-121.288,38.7521,Roseville,CA,2017-02-04,1000,U.S. Politics,Health Care,protest repeal of Obamacare
-121.4943996,38.5815719,Sacramento,CA,2017-04-22,12250,U.S. Politics,Scientific Funding,March for Science
-121.4943996,38.5815719,Sacramento,CA,2017-04-15,1175,U.S. Politics,Politician Opposition,demand Trump tax returns
-121.4943996,38.5815719,Sacramento,CA,2017-08-13,809,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-121.4943996,38.5815719,Sacramento,CA,2018-02-11,1000,Other,White Nationalism,White Nationalists Movement
-121.4943996,38.5815719,Sacramento,CA,2018-01-20,30000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-121.4943996,38.5815719,Sacramento,CA,2018-01-15,20000,U.S. Politics,Health Care,March for racial equality
-117.1627714,32.7174209,San Diego,CA,2017-04-22,15000,U.S. Politics,Scientific Funding,March for Science
-117.1627714,32.7174209,San Diego,CA,2017-04-29,3260,Environmental & Food Justice,Climate Justice,People's Climate March
-117.1627714,32.7174209,San Diego,CA,2017-04-15,2450,U.S. Politics,Politician Opposition,demand Trump tax returns
-117.1627714,32.7174209,San Diego,CA,2017-04-04,1000,Racial Justice,Equal Pay & Opportunity,Equal pay; black lives matter
-117.1627714,32.7174209,San Diego,CA,2017-02-18,4000,Racial Justice,Immigrant Rights,Immigrant rights march
-117.1627714,32.7174209,San Diego,CA,2018-02-23,500,Workers & Labor Rights,General Awareness,Labor protest
-117.1627714,32.7174209,San Diego,CA,2018-01-20,100000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.1627714,32.7174209,San Diego,CA,2018-01-20,5000,U.S. Politics,Health Care,Protesting abortion
-117.1627714,32.7174209,San Diego,CA,2017-07-02,2000,U.S. Politics,Politician Opposition,Impeach Trump
-117.1627714,32.7174209,San Diego,CA,2017-07-22,1000,U.S. Politics,Politician Support,"Advertise Lewis's book ""March"" book series"
-117.1627714,32.7174209,San Diego,CA,2017-06-11,5000,LGBTQ+ Rights,Pride,Equality March
-117.1627714,32.7174209,San Diego,CA,2017-03-04,670,U.S. Politics,Politician Opposition,March 4 Impeachment; anti-Trump
-117.1627714,32.7174209,San Diego,CA,2017-05-01,500,Workers & Labor Rights,General Awareness,May Day; anti-Trump
-117.1627714,32.7174209,San Diego,CA,2017-09-30,6000,U.S. Politics,Health Care,March against AIDS
-117.1627714,32.7174209,San Diego,CA,2017-09-05,1000,Racial Justice,Immigrant Rights,Protesting Trump's DACA decision
-122.4194,37.7749,San Francisco,CA,2017-04-22,30750,U.S. Politics,Scientific Funding,March for Science
-122.4194,37.7749,San Francisco,CA,2017-04-15,2000,U.S. Politics,Politician Opposition,demand Trump tax returns
-122.4194,37.7749,San Francisco,CA,2017-04-08,500,Women's Rights,Anti-Sexual Violence,to protest rape and sexual violence
-122.4194,37.7749,San Francisco,CA,2017-08-26,2000,Racial Justice,Anti-Racism,San Francisco Peacefully Unites Against White Nationalists
-122.4194,37.7749,San Francisco,CA,2017-08-26,2000,Racial Justice,Anti-Racism,counter planned white supremacist rallies
-122.4194,37.7749,San Francisco,CA,2017-08-26,2000,Other,Equality & Diversity,Come Together Rally and March for Equality
-122.4194,37.7749,San Francisco,CA,2017-08-26,1000,Racial Justice,Anti-Racism,Together We Will STOP HATE! Heart-Shaped Human Banner
-122.4194,37.7749,San Francisco,CA,2017-02-04,7500,Racial Justice,Immigrant Rights,protest immigration ban and border wall
-122.4194,37.7749,San Francisco,CA,2017-02-11,2500,U.S. Politics,Politician Opposition,anti-Trump
-122.4194,37.7749,San Francisco,CA,2018-01-20,60000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-122.4194,37.7749,San Francisco,CA,2018-01-27,50000,U.S. Politics,Health Care,Protesting abortion
-122.4194,37.7749,San Francisco,CA,2018-01-15,2000,Racial Justice,Anti-Racism,March for racial equality
-122.4194,37.7749,San Francisco,CA,2017-07-02,2000,U.S. Politics,Politician Opposition,Impeachment March
-122.4194,37.7749,San Francisco,CA,2017-06-25,200000,LGBTQ+ Rights,Pride,7th annual Pride Parade
-122.4194,37.7749,San Francisco,CA,2017-03-08,1500,Women's Rights,General Awareness,a day without a Woman
-122.4194,37.7749,San Francisco,CA,2017-05-01,4000,Workers & Labor Rights,Immigrant Rights,May Day or International Workers' Day; pro-immigration; pro-labor
-122.4194,37.7749,San Francisco,CA,2017-09-05,1000,Racial Justice,Immigrant Rights,Protesting Trump's DACA decision
-121.8863,37.3382,San Jose,CA,2017-04-22,10000,U.S. Politics,Scientific Funding,March for Science
-121.8863,37.3382,San Jose,CA,2017-02-11,4000,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-121.8863,37.3382,San Jose,CA,2018-01-20,20000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-121.8863,37.3382,San Jose,CA,2017-05-01,2000,Workers & Labor Rights,Immigrant Rights,May Day; pro-immigration; pro-labor
-120.6596156,35.2827525,San Luis Obispo,CA,2017-02-11,775,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-120.6596156,35.2827525,San Luis Obispo,CA,2018-01-20,1400,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.1661449,33.1433723,San Marcos,CA,2018-01-20,4000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.8677,33.7455,Santa Ana,CA,2018-01-20,24000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-119.6982,34.4208,Santa Barbara,CA,2017-04-22,3900,U.S. Politics,Scientific Funding,March for Science
-119.6982,34.4208,Santa Barbara,CA,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-122.0308,36.9741,Santa Cruz,CA,2017-04-22,4000,U.S. Politics,Scientific Funding,March for Science
-122.0308,36.9741,Santa Cruz,CA,2018-02-03,1000,Environmental & Food Justice,Environmental Protection,Protesting offshore drilling
-122.0308,36.9741,Santa Cruz,CA,2018-01-20,30000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-122.7141,38.4404,Santa Rosa,CA,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-122.7141,38.4404,Santa Rosa,CA,2017-04-29,1000,U.S. Politics,Multiple Causes,"May Day; march for “Climate, Jobs, and Justice”"
-122.7141,38.4404,Santa Rosa,CA,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-121.8221,36.6149,Seaside,CA,2018-01-20,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-121.8221,36.6149,Seaside,CA,2017-06-17,700,LGBTQ+ Rights,Pride,Peninsula Pride Celebration and Parade
-122.8473388,38.5110803,Sonoma,CA,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-121.29,37.9577,Stockton,CA,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-119.2945,34.2805,Ventura,CA,2018-01-20,1500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-119.2945,34.2805,Ventura,CA,2018-01-20,724,Other,Equality & Diversity,"Empower Voters, Activist, and the Community"
-117.2425,33.2,Vista,CA,2017-05-09,810,U.S. Politics,Health Care,against House health care bill
-122.0652,37.9101,Walnut Creek,CA,2017-04-22,1500,U.S. Politics,Scientific Funding,March for Science
-122.0652,37.9101,Walnut Creek,CA,2018-01-20,10000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-118.4306347,34.0561207,Westwood,CA,2018-01-07,6000,Other,International Politics,Rallying behind Iranian protestors
-105.3632079,40.102555,Boulder,CO,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-105.3632079,40.102555,Boulder,CO,2017-02-04,1000,Racial Justice,Immigrant Rights,immigration ban
-107.2111628,39.4022054,Carbondale,CO,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-104.8253485,38.8339578,Colorado Springs,CO,2017-04-22,890,U.S. Politics,Scientific Funding,March for Science
-104.8253485,38.8339578,Colorado Springs,CO,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-104.8253485,38.8339578,Colorado Springs,CO,2018-01-21,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-104.8253485,38.8339578,Colorado Springs,CO,2017-06-23,1650,Women's Rights,Reproductive Rights,Rally against defunding Planned Parenthood
-104.9653271,39.7348381,Denver,CO,2017-04-22,17250,U.S. Politics,Scientific Funding,March for Science
-104.9653271,39.7348381,Denver,CO,2017-04-15,2000,U.S. Politics,Politician Opposition,demand Trump tax returns
-104.9653271,39.7348381,Denver,CO,2017-04-29,1515,Environmental & Food Justice,Climate Justice,People's Climate March
-104.9653271,39.7348381,Denver,CO,2017-08-13,500,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-104.9653271,39.7348381,Denver,CO,2017-12-02,544,Racial Justice,Anti-Racism,Protesting white supremacy
-104.9653271,39.7348381,Denver,CO,2017-02-04,6000,Racial Justice,Immigrant Rights,"end the ""Muslim ban"""
-104.9653271,39.7348381,Denver,CO,2017-02-11,1500,Women's Rights,Reproductive Rights,In support of Planned Parenthood
-104.9653271,39.7348381,Denver,CO,2018-01-20,100000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-104.9653271,39.7348381,Denver,CO,2018-01-13,3000,U.S. Politics,Health Care,Protesting abortion
-104.9653271,39.7348381,Denver,CO,2018-01-16,2000,Racial Justice,Anti-Racism,Celebrating life of Martin Luther King Jr.; protesting racism
-104.9653271,39.7348381,Denver,CO,2017-06-18,2000,LGBTQ+ Rights,Pride,Pridefest celebration
-107.8799422,37.2753739,Durango,CO,2018-01-20,856,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-105.0668085,40.5508527,Fort Collins,CO,2017-02-04,800,U.S. Politics,Politician Opposition,Protest Betsy DeVos
-105.0668085,40.5508527,Fort Collins,CO,2017-03-26,1000,Religious & Cultural Justice,Anti-Islamophobia,support Islamic Center after vandalism
-108.5507317,39.063956,Grand Junction,CO,2017-04-22,750,U.S. Politics,Scientific Funding,March for Science
-108.5507317,39.063956,Grand Junction,CO,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-106.8317,40.485,Steamboat Springs,CO,2018-01-21,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-104.9653271,39.7348381,Denver ,CO ,2017-11-25,677,Housing Justice,Anti-Gentrification,Protesting Ink!'s gentrification statemnents 
-73.414,41.3712,Bethel,CT,2017-04-23,500,LGBTQ+ Rights,Pride,Gay pride
-72.2295,41.3532,East Lyme,CT,2017-04-22,725,U.S. Politics,Scientific Funding,March for Science
-72.6734,41.7658,Hartford,CT,2017-04-29,2000,Racial Justice,Immigrant Rights,pro-immigration; anti-Trump
-72.6734,41.7658,Hartford,CT,2017-04-22,1200,U.S. Politics,Scientific Funding,March for Science
-72.6734,41.7658,Hartford,CT,2018-01-20,12000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-72.6734,41.7658,Hartford,CT,2017-05-09,2000,U.S. Politics,Anti-Budget Cuts,resolve state budget problems
-72.6734,41.7658,Hartford,CT,2017-09-07,500,U.S. Politics,Anti-Budget Cuts,Rally urging lawmakers to pass budget
-72.2289672,41.7884317,Mansfield,CT,2017-08-30,500,Racial Justice,Anti-Racism,Vigil for memory and justice; solidarity with Charlottesville; against racism
-72.2289672,41.7884317,Mansfield,CT,2017-09-20,1000,U.S. Politics,Anti-Budget Cuts,Protesting state budget
-72.9279,41.3083,New Haven,CT,2017-04-22,1450,U.S. Politics,Scientific Funding,March for Science
-72.9279,41.3083,New Haven,CT,2017-08-13,515,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-72.9279,41.3083,New Haven,CT,2017-05-22,1250,Workers & Labor Rights,General Awareness,against Yale's refusal to engage in collective bargaining process for unionization of graduate students
-72.9279,41.3083,New Haven,CT,2017-09-05,1000,Racial Justice,Immigrant Rights,Protesting Trump's DACA decision
-73.5387,41.0534,Stamford,CT,2017-02-23,2000,U.S. Politics,Politician Opposition,Walkout against Betsy DeVos
-72.742,41.7621,West Hartford,CT,2017-02-01,1150,Racial Justice,Immigrant Rights,end immigration ban
-77.0366456,38.8949549,Washington,DC,2017-04-29,190000,Environmental & Food Justice,Climate Justice,People's Climate March
-77.0366456,38.8949549,Washington,DC,2017-04-22,19100,U.S. Politics,Scientific Funding,March for Science
-77.0366456,38.8949549,Washington,DC,2017-04-15,2175,U.S. Politics,Politician Opposition,demand Trump tax returns
-77.0366456,38.8949549,Washington,DC,2017-08-28,3000,Racial Justice,Anti-Racism,One Thousand Ministers March for Justice
-77.0366456,38.8949549,Washington,DC,2017-08-13,1000,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-77.0366456,38.8949549,Washington,DC,2017-12-06,15000,Racial Justice,Immigrant Rights,Rallying for DREAM Act
-77.0366456,38.8949549,Washington,DC,2017-12-20,1000,Racial Justice,Immigrant Rights,Protesting Trump's deicision to end DACA; rallying for immigrants
-77.0366456,38.8949549,Washington,DC,2017-12-13,555,U.S. Politics,Privacy & Internet,Protesting potential end to net neutrality
-77.0366456,38.8949549,Washington,DC,2017-02-04,2000,Racial Justice,Immigrant Rights,immigration ban
-77.0366456,38.8949549,Washington,DC,2018-01-19,200000,U.S. Politics,Health Care,Protesting abortion
-77.0366456,38.8949549,Washington,DC,2018-01-20,75000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-77.0366456,38.8949549,Washington,DC,2018-01-18,10000,U.S. Politics,Health Care,Protesting abortion
-77.0366456,38.8949549,Washington,DC,2018-01-19,2000,U.S. Politics,Health Care,Protesting abortion
-77.0366456,38.8949549,Washington,DC,2017-07-22,1500,U.S. Politics,Education,March for Public Education
-77.0366456,38.8949549,Washington,DC,2017-07-13,1400,Environmental & Food Justice,Climate Justice,Oppose Trump's decision to pull America out of the Paris Climate Agreement
-77.0366456,38.8949549,Washington,DC,2017-07-15,500,U.S. Politics,Gun Control,Protesting NRA
-77.0366456,38.8949549,Washington,DC,2017-06-11,91100,LGBTQ+ Rights,Pride,Equality March
-77.0366456,38.8949549,Washington,DC,2017-03-10,1010,Racial Justice,Indigenous Rights,anti-DAPL
-77.0366456,38.8949549,Washington,DC,2017-05-15,11000,Other,Other,rally and memorial for fallen police officers
-77.0366456,38.8949549,Washington,DC,2017-09-16,3000,Other,Other,"Protesting FBI classification of Juggalos as a ""loosely organized hybrid gang"""
-77.0366456,38.8949549,Washington,DC,2017-09-30,2000,Racial Justice,Anti-Racism,March for Racial Justice and the March for Black Women
-77.0366456,38.8949549,Washington,DC,2017-09-16,1000,Other,White Nationalism,Show of American patriotism and celebration
-77.0366456,38.8949549,Washington,DC,2017-03-26,560,Other,International Politics,oppose AIPAC; oppose Israeli occupation
-77.0366456,38.8949549,Washington ,DC,2017-11-19,2000,Racial Justice,Anti-Racism,Puerto Rico Unity March/ Protest Inaction by Trump Admin.
-75.7354367393588,39.68387145,Newark,DE,2017-04-22,600,U.S. Politics,Scientific Funding,March for Science
-80.0830984,26.3586885,Boca Raton,FL,2018-02-21,1000,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-80.2653420379876,26.26485615,Coral Springs,FL,2018-02-21,2000,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-80.1433786,26.1223084,Fort Lauderdale,FL,2018-02-17,2000,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-81.8723084,26.640628,Fort Myers,FL,2018-01-15,800,Racial Justice,Anti-Racism,March for racial equality
-80.3256056,27.4467056,Fort Pierce,FL,2018-02-21,500,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-82.3233746019217,29.67357765,Gainesville,FL,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-82.3233746019217,29.67357765,Gainesville,FL,2017-10-19,2500,Racial Justice,Anti-Racism ,protesting visit of Richard Spencer
-80.4759905,25.4718946,Homestead,FL,2017-05-01,1000,Workers & Labor Rights,Immigrant Rights,May Day; Trump immigration policies
-81.655651,30.3321838,Jacksonville,FL,2018-01-15,2000,Racial Justice,Anti-Racism,March for racial equality
-81.655651,30.3321838,Jacksonville,FL,2018-01-21,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-80.6081,28.0836,Melbourne,FL,2017-02-18,9000,U.S. Politics,Politician Support,pro-Trump
-80.6081089,28.0836269,Melbourne,FL,2018-01-20,2200,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-80.6081089,28.0836269,Melbourne,FL,2018-01-21,767,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-80.1936589,25.7742658,Miami,FL,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-80.1936589,25.7742658,Miami,FL,2018-01-21,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
